base_model,horizon,reconciliation_method,nonnegative,mean_mae,std_mae,mean_rmse,mean_r2,mean_mase,mase_valid,coh_before_mean,coh_after_mean,coh_before_wsum,coh_after_wsum,rel_vs_ind,rel_vs_pers,macro_mae,core_w_mae,worst_mae,best_mae,improved,degraded,adj_mag,wall_train,pct_gt100_top,pct_neg_top
persistence,16,independent,False,1.3277964819268033,0.1895870069493675,3.2520672198275236,0.38331140710627815,1.1260819921823182,True,0.0,0.0,0.0,0.0,1.0,1.0,1.664322326321553,1.740551549550892,3.182874254722858,0.07377939224850168,0.0,0.0,0.0,0.00047719466662476663,0.0,0.0
persistence,16,mint,False,1.3277964819267905,0.18958700694942848,3.2520672198275093,0.38331140710628514,1.126081992182308,True,0.0,0.0,0.0,0.0,0.9999999999999852,0.9999999999999852,1.6643223263215516,1.7405515495508912,3.1828742547228597,0.07377939224850168,0.0,0.0,2.776113500261096e-13,0.00047719466662476663,0.0,0.0
persistence,16,wls,False,1.327796481926846,0.1895870069494025,3.252067219827536,0.3833114071062742,1.1260819921823568,True,0.0,0.0,0.0,0.0,1.0000000000000295,1.0000000000000295,1.6643223263215603,1.7405515495509005,3.1828742547229045,0.07377939224850165,0.0,0.0,2.6328799121237526e-13,0.00047719466662476663,0.0,0.0
ridge,1,bottom_up,False,1.1409492424941503,0.20178852674149136,2.8225106300579346,0.5347279417379288,0.9663123495146589,True,0.5165398347249477,0.0,121.90340099508767,0.0,0.907789020856041,0.8617641387304916,1.5270926724624425,1.602553178266749,3.5358676125163306,0.0688191292136498,0.0,0.0,0.06456747934061846,0.010650180332959202,0.0,0.12051959912230768
ridge,1,independent,False,1.2533890446263947,0.18753397553793152,2.8697342477458023,0.5175256116866831,1.0628653128695549,True,0.5165398347249477,0.5165398347249477,121.90340099508767,121.90340099508767,1.0,0.9491401657373434,1.5270926724624425,1.602553178266749,3.5358676125163306,0.0688191292136498,0.0,0.0,0.0,0.010650180332959202,0.0,0.12049125161153378
ridge,1,mint,False,1.1462067100514843,0.19106073999056825,2.817589266348024,0.5359849746695088,0.9710389177878896,True,0.5165398347249477,0.0,121.90340099508767,0.0,0.9129327177526735,0.8666122328771969,1.5421343914745789,1.6187432744035084,3.5917588385361037,0.06902931748152595,1.3333333333333333,5.666666666666667,0.1606470672469301,0.010650180332959202,0.0,0.11364249300856033
ridge,1,wls,False,1.1531481517017195,0.19328847928005,2.817717731479,0.5359230214546155,0.977130102057204,True,0.5165398347249477,0.0,121.90340099508767,0.0,0.9182986908602171,0.8716831792565772,1.5559325665848582,1.6335385084103045,3.66946813692632,0.0688762361317188,0.3333333333333333,6.666666666666667,0.20043412441047312,0.010650180332959202,0.0,0.106765386894813
ridge,8,bottom_up,False,1.1302619356093535,0.18431118945717423,2.7927246690988032,0.5414421264230516,0.9566775126700646,True,0.5128131596020972,0.0,121.02390566609495,0.0,0.9045022541674234,0.856859194240628,1.518009280705565,1.5929719430373346,3.4506356752512577,0.06943976698338077,0.0,0.0,0.06410164495026217,0.0605300419999063,0.0,0.11311178456086163
ridge,8,bottom_up,True,1.1164613426258698,0.1831382029863085,2.7761715090686985,0.5469632221343651,0.9448907444245026,True,0.5128131596020972,0.0,121.02390566609495,0.0,0.8934068346954138,0.8463608492876423,1.486871585625832,1.5597232177827045,3.346970644102974,0.06943976698338077,2.6666666666666665,0.0,0.09197473912057298,0.0605300419999063,0.0,0.0
ridge,8,independent,False,1.2467671164744079,0.17287982547800254,2.8465516442939496,0.5224834240565014,1.056396017588918,True,0.5128131596020972,0.5128131596020972,121.02390566609495,121.02390566609495,1.0,0.9471836037165385,1.518009280705565,1.5929719430373346,3.4506356752512577,0.06943976698338077,0.0,0.0,0.0,0.0605300419999063,0.0,0.1058064044645855
