experiment_stage,eligible_for_final_claims,family,method,base_model,horizon,outer_fold,machine,mae,mase,mase_valid,nmae_train_range,n_parameters,train_seconds,infer_seconds,n_test
development,False,CU,global_onehot,ridge,1,outer_0,machine06,0.07136457465752216,1.3091793176544404,True,0.044181227531446085,40,0.10575137499836273,0.08636466700045276,4847
development,False,CU,global_onehot,ridge,1,outer_0,machine07,1.0311315789837698,0.7130748998406738,True,0.08590774553262628,40,0.10575137499836273,0.08636466700045276,4847
development,False,CU,global_residual,ridge,1,outer_0,machine01,3.846657869935236,1.472087253139032,True,0.038969574878651346,271,0.11829216700061806,2.124053791998449,4847
development,False,CU,global_residual,ridge,1,outer_0,machine02,1.240013532814302,0.6169008906710465,True,0.08667214286109028,271,0.11829216700061806,2.124053791998449,4847
development,False,CU,global_residual,ridge,1,outer_0,machine03,0.9208650814786076,0.9269994279405014,True,0.015101191776047539,271,0.11829216700061806,2.124053791998449,4847
development,False,CU,global_residual,ridge,1,outer_0,machine04,3.3439376572749175,1.854037725820938,True,0.03361116698198617,271,0.11829216700061806,2.124053791998449,4847
development,False,CU,global_residual,ridge,1,outer_0,machine05,0.6044076491590091,0.7142209235671366,True,0.05868035428657497,271,0.11829216700061806,2.124053791998449,4847
development,False,CU,global_residual,ridge,1,outer_0,machine06,0.058104256772343814,1.0659194929569646,True,0.03597187261780874,271,0.11829216700061806,2.124053791998449,4847
development,False,CU,global_residual,ridge,1,outer_0,machine07,0.9562679352697954,0.6613032478700668,True,0.07967055235097265,271,0.11829216700061806,2.124053791998449,4847
development,False,CU,global_embed,ridge,1,outer_0,machine01,4.632743311429725,1.7729162838013532,True,0.046933219296514006,2753,2.1808257080010662,0.09779679200073588,4847
development,False,CU,global_embed,ridge,1,outer_0,machine02,1.246508875822746,0.6201322932171371,True,0.08712614217824446,2753,2.1808257080010662,0.09779679200073588,4847
development,False,CU,global_embed,ridge,1,outer_0,machine03,0.9418046022423904,0.948078437406478,True,0.015444577278562936,2753,2.1808257080010662,0.09779679200073588,4847
